RESOLUCAO;EMPRESA;AUTORIZACAO;MARCA;PROCESSO;REGISTRO;VENDA E EMPREGO;VENCIMENTO;APRESENTACAO;VALIDADE PRODUTO;CATEGORIA;ASSUNTO PETICAO;EXPEDIENTE PETICAO;VERSAO
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.001-1;PRODUTO DE VENDA LIVRE;07/2031;Marine + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.002-8;PRODUTO DE VENDA LIVRE;07/2031;Marine + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.003-6;PRODUTO DE VENDA LIVRE;07/2031;Marine + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.004-4;PRODUTO DE VENDA LIVRE;07/2031;Tutti-Frutti + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.005-2;PRODUTO DE VENDA LIVRE;07/2031;Tutti-Frutti + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.006-0;PRODUTO DE VENDA LIVRE;07/2031;Tutti-Frutti + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.007-9;PRODUTO DE VENDA LIVRE;07/2031;Lavanda + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.008-7;PRODUTO DE VENDA LIVRE;07/2031;Lavanda + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.009-5;PRODUTO DE VENDA LIVRE;07/2031;Lavanda + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.010-9;PRODUTO DE VENDA LIVRE;07/2031;Floral + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.011-7;PRODUTO DE VENDA LIVRE;07/2031;Floral + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.012-5;PRODUTO DE VENDA LIVRE;07/2031;Floral + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.013-3;PRODUTO DE VENDA LIVRE;07/2031;Eucalipto + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.014-1;PRODUTO DE VENDA LIVRE;07/2031;Eucalipto + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.015-1;PRODUTO DE VENDA LIVRE;07/2031;Eucalipto + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.016-8;PRODUTO DE VENDA LIVRE;07/2031;Pindorama + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.017-6;PRODUTO DE VENDA LIVRE;07/2031;Pindorama + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;FOKUS QUIMICA INDUSTRIA E COMERCIO LTDA;3.08674-5;Toilet Bus Desinfetante Fokus;25351.940520/2020-50;3.8674.0001.018-4;PRODUTO DE VENDA LIVRE;07/2031;Pindorama + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;GÁVEA QUÍMICA DO BRASIL LTDA;3.04568-4;GÁVEA G-200 INOX;25351.895950/2021-91;3.4568.0020.001-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;GALAO PLÁSTICO;24 Meses;3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;GLOBO VAC - PRODUTOS AGRO-VETERINARIOS E QUIMICOS LTDA - ME;3.01685-9;MAMI IODO 10.000;25351.160090/2021-71;3.1685.0006.001-2;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;VERSÃO 1 + FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;GLOBO VAC - PRODUTOS AGRO-VETERINARIOS E QUIMICOS LTDA - ME;3.01685-9;MAMI IODO 10.000;25351.160090/2021-71;3.1685.0006.002-0;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;VERSÃO 1 + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;GLOBO VAC - PRODUTOS AGRO-VETERINARIOS E QUIMICOS LTDA - ME;3.01685-9;MAMI IODO 10.000;25351.160090/2021-71;3.1685.0006.003-9;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;VERSÃO 1 + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;GLOBO VAC - PRODUTOS AGRO-VETERINARIOS E QUIMICOS LTDA - ME;3.01685-9;MAMI IODO 10.000;25351.160090/2021-71;3.1685.0006.004-7;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;VERSÃO 1 + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;GSL INDÚSTRIA E COMÉRCIO LTDA;3.09715-3;ÁGUA SANITÁRIA YLÁ;25351.369169/2021-65;3.9715.0001.001-6;PRODUTO DE VENDA LIVRE;07/2031;GALÃO PLÁSTICO + CAIXA DE PAPELAO;6 Meses;3103033 ÁGUA SANITÁRIA;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;GSL INDÚSTRIA E COMÉRCIO LTDA;3.09715-3;ÁGUA SANITÁRIA YLÁ;25351.369169/2021-65;3.9715.0001.002-4;PRODUTO DE VENDA LIVRE;07/2031;FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO;6 Meses;3103033 ÁGUA SANITÁRIA;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.001-1;PRODUTO DE VENDA LIVRE;04/2031;FRESCOR DE LAVANDA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.002-1;PRODUTO DE VENDA LIVRE;04/2031;FRESCOR DE LAVANDA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.003-8;PRODUTO DE VENDA LIVRE;04/2031;FLORAL CAMPESTRE + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.004-6;PRODUTO DE VENDA LIVRE;04/2031;FLORAL CAMPESTRE + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.005-4;PRODUTO DE VENDA LIVRE;04/2031;ENERGIA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.006-2;PRODUTO DE VENDA LIVRE;04/2031;ENERGIA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.007-0;PRODUTO DE VENDA LIVRE;04/2031;NATUREZA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.008-9;PRODUTO DE VENDA LIVRE;04/2031;NATUREZA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.009-7;PRODUTO DE VENDA LIVRE;04/2031;BRISA DA MANHÃ + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.010-0;PRODUTO DE VENDA LIVRE;04/2031;BRISA DA MANHÃ + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.011-9;PRODUTO DE VENDA LIVRE;04/2031;MAGIA DA FLORESTA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.012-7;PRODUTO DE VENDA LIVRE;04/2031;MAGIA DA FLORESTA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.013-5;PRODUTO DE VENDA LIVRE;04/2031;FRASCO DE PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;INODORO
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.013-5;PRODUTO DE VENDA LIVRE;04/2031;FRASCO DE PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1729213/21-9;INODORO
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.014-3;PRODUTO DE VENDA LIVRE;04/2031;BOMBONA PLÁSTICA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;1898601/21-6;INODORO
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;G5 INDÚSTRIA QUÍMICA LTDA;3.08727-9;G5-221 - Desinfetante Concentrado;25351.609519/2020-51;3.8727.0023.014-3;PRODUTO DE VENDA LIVRE;04/2031;BOMBONA PLÁSTICA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1729213/21-9;INODORO
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ILLO QUIMICA LTDA;3.04251-8;ÁLCOOL 70º ILLO QUÍMICA;25351.253862/2021-17;3.4251.0007.001-6;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;INDÚSTRIAS ANHEMBI LTDA.;3.01940-9;CLORO EM CRISTAIS QBOA;25351.225887/2020-40;3.1940.0042.001-9;PRODUTO DE VENDA LIVRE;05/2031;Cloro em Cristais Qboa + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;2012815/21-9;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;INFINITY CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;3.09381-9;INFINITY ÁLCOOL LÍQUIDO 70;25351.986775/2021-40;3.9381.0011.001-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;FRASCO;24 Meses;3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1902484/21-5;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;INFINITY CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;3.09381-9;INFINITY ÁLCOOL LÍQUIDO 70;25351.986775/2021-40;3.9381.0011.002-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;GALAO PLASTICO;24 Meses;3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1902484/21-5;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;INFINITY CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;3.09381-9;INFINITY ÁLCOOL LÍQUIDO 70;25351.986775/2021-40;3.9381.0011.003-8;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;BOMBONA PLASTICA;24 Meses;3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1902484/21-5;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;INSETIMAX INDUSTRIA QUIMICA EIRELI;3.02781-6;INSETICOM JARDIM FOUR;25351.121832/2020-61;3.2781.0084.001-4;PRODUTO DE VENDA LIVRE;07/2031;BLISTER + CAIXA DE CARTOLINA;2 Ano(s);3222019 JARDINAGEM AMADORA;3873 Registro de Produto de Risco 2 - Jardinagem Amadora;4479796/20-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;INSETIMAX INDUSTRIA QUIMICA EIRELI;3.02781-6;INSETICOM JARDIM FOUR;25351.121832/2020-61;3.2781.0084.002-2;PRODUTO DE VENDA LIVRE;07/2031;TUBO PLASTICO TRANSPARENTE + CAIXA DE CARTOLINA;2 Ano(s);3222019 JARDINAGEM AMADORA;3873 Registro de Produto de Risco 2 - Jardinagem Amadora;4479796/20-6;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ISO INDÚSTRIA DE SABÕES E ÓLEOS LTDA;3.03701-6;PRATT DESINCRUSTANTE;25351.896165/2021-55;3.3701.0005.001-4;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ISO INDÚSTRIA DE SABÕES E ÓLEOS LTDA;3.03701-6;PRATT DESINCRUSTANTE;25351.896165/2021-55;3.3701.0005.002-2;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;GALÃO PLÁSTICO + CAIXA DE PAPELAO;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ISO INDÚSTRIA DE SABÕES E ÓLEOS LTDA;3.03701-6;PRATT DESINCRUSTANTE;25351.896165/2021-55;3.3701.0005.003-0;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;GALÃO PLÁSTICO + BANDEJA DE PAPELAO COM INVOLUCRO PLASTICO;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ISO INDÚSTRIA DE SABÕES E ÓLEOS LTDA;3.03701-6;PRATT DESINCRUSTANTE;25351.896165/2021-55;3.3701.0005.004-9;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ISO INDÚSTRIA DE SABÕES E ÓLEOS LTDA;3.03701-6;PRATT DESINCRUSTANTE;25351.896165/2021-55;3.3701.0005.005-7;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ISO INDÚSTRIA DE SABÕES E ÓLEOS LTDA;3.03701-6;PRATT DESINCRUSTANTE;25351.896165/2021-55;3.3701.0005.006-5;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;SACO PLASTICO + TAMBOR METALICO;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.821, DE 16 DE Julho DE 2021;ISO INDÚSTRIA DE SABÕES E ÓLEOS LTDA;3.03701-6;PRATT DESINCRUSTANTE;25351.896165/2021-55;3.3701.0005.007-3;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;CONTAINER + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
